request_id,account_id,adplan_id,os,client_type,hour
e71083b563f14fbebee967a71b1899bd,10158,70850,2,a,0
e71041e310914a7ab6f33cd1f899c28c,15225,71563,1,a,19
e710307ba279438196c654095b2f1b17,12494,66442,1,a,16
e70ef6f584194b548f5ab60ef0654063,15147,71470,1,a,14
e70ec7af08a941929d5ce26d62e07a8a,13789,71666,1,a,11
e70dee108cda4177a3375bde1583fef6,15161,71094,2,a,18
e70bc783251e4e178bbb8f909d200b92,15184,71788,1,a,22
e70ad0bdfd3649afb1dfda0d42fc6386,10428,71547,2,a,22
e70834922ded4894b94de86ac1157459,15024,69231,1,a,19
e7080eb27c644397aec6327d38ee6ab5,14744,70144,2,a,9
e7080c2c5a9c460eab0554ef6b25d48d,15012,71335,2,a,16
e702b02fb35f423c8e5da64d72945716,13386,67605,1,a,15
e7029134feba45ce8924e66b01da7f23,12287,51178,1,w,19
e7029134feba45ce8924e66b01da7f23,12560,71328,1,w,19
e700aa230fe14c18a3ea4124e8a29cc9,13386,67605,2,a,14
e6fd154dbcc04814bc9902ccfa53cdf5,14923,71169,2,a,14
e6fd154dbcc04814bc9902ccfa53cdf5,14976,70322,2,a,14
e6fd0290c9f34863b7c3a092a94d29d8,15190,71210,1,a,22
e6fcc57ce9624ad585785a94b764f547,15012,71335,2,a,17
e6fcb206aa9643eea55327ac752d5891,12773,70486,2,a,7
e6fcb206aa9643eea55327ac752d5891,11932,69924,2,a,7
e6fa231bc1d4412abcd2de945ba96aab,12842,70779,2,a,11
e6fa231bc1d4412abcd2de945ba96aab,12848,36029,2,a,10
e6f4626fa03e4e38bf9753e8ff9523f8,13657,53863,2,a,7
e6f443e923bb4cc4847a18f57c30562e,15190,71210,2,a,16
e6f443e923bb4cc4847a18f57c30562e,12770,66836,2,a,16
e6f40d336f954fb7b101106a07f669d6,14554,71174,2,a,22
e6f3580f036f40e581cd452297ed1142,15225,71563,2,a,20
e6f25aa503464b4ab5669c9e43116f90,14747,66973,2,a,12
e6f1851ff80246b5a79ce2155b675193,11431,58908,2,a,14
e6ee7ac9250e48bcbb12758631ede7bd,14362,67237,1,a,19
e6edd7a6b5924fb98f7c30878f357c5b,12899,45195,1,a,8
e6ec8a9d1432421fb09514279c0a8018,13995,68662,2,a,13
e6eac344207845b9b47eae3ecd3184b9,12200,29624,2,a,0
e6e9700c6b3d43f48cf6906e4fa43105,10324,2210,1,a,11
e6e6d36283b24d5e9d19da41d2378775,15074,70118,1,a,21
e6e3c96ea94b491fa898ab1ed29e29ea,14863,71081,1,w,8
e6df305e697747e5afd91132ea7bee06,13699,61232,1,a,11
e6deca1c55874928b9724f4d3e1e35a5,14787,67039,2,a,12
e6dc4d46d8624434a7e5d0d148d79862,15024,69231,2,a,20
e6d8ee13a1294219ac3bca30ec79967f,14785,70244,2,a,6
e6d7f92cc6644a16ac41649d894ab9a5,15135,70886,2,a,4
e6d60c7f064c4e939ae2bb8181471e23,15150,70837,1,a,23
e6d5be9d65894220a82293f41e11fa02,11782,31015,2,a,7
e6d5be9d65894220a82293f41e11fa02,12848,36029,2,a,7
e6d3ea6be08b4c45a12855565807f4f6,13074,44915,1,w,15
e6d3e17b3eac49afa8aa041c7415e633,13983,70497,1,a,23
e6cfaa8b2e7548e1ab3d4bb0785b05fb,15011,71318,2,a,13
e6ceee94e7b14ac48a50ff07210787e4,10158,70702,2,a,9
e6cd1c18db234b9383faa5522592e45e,14526,71436,1,a,16
e6cce501cf16453081ba0e884e0da597,15084,70436,1,a,21
e6cb9f026ea1431096945ab8f9b4553d,12560,71328,1,a,20
e6ca2cf3187d40e6b4f881c4dd0b3b21,14976,70610,2,w,17
e6c8c4ece41d47c8bfec4fc261f62d0e,15150,70837,1,a,22
e6c74836c9a244dca3832dd47febf456,13386,69816,1,a,10
e6c52bd9d9974dbda2b09ede6be5f1ea,12051,66769,1,a,7
e6c4fc2fe6d140d7830c616873e1a87a,14757,65461,1,a,13
e6c3717e0e5c4938b8e5be0adfce01f5,11932,69924,2,a,8
e6bf2b771fc44455a14404973f43d0ef,12848,36029,2,a,10
e6bf269f3b2d4d5cabc8a7725f8c0d08,10324,2210,1,a,19
e6bd8d0ada674b1d91a7b1942e8944ab,12116,45689,1,a,22
e6bcc54e365849cd9ba648eac06ad27f,13835,71072,1,w,15
e6bcb704bff94f4b962b181983372683,15004,70559,1,a,10
e6bac55faac14ac6839ea11fd3d242b6,14863,71081,1,a,20
e6ba610925754cbeafe5f00361189068,14906,70818,1,a,13
e6ba31dccb8d462b9dadf44bbf88d20f,15150,70837,1,a,22
e6b91d959f8d4f5d90e5fae98b0e6150,14222,57793,2,a,6
e6b910d383264b2b93418e06b93912d5,15150,70837,1,a,20
e6b85960b79e41f6975bee68ba6c7b52,13164,67481,2,a,11
e6b82eab17de4574b07004e186cc2cb8,12116,45689,1,a,22
e6b64d8cf75e4392bac22f97c5795ed3,10158,70702,2,a,16
e6b4210734734fbbb4b86fc34103edeb,12609,69554,2,a,7
e6b208b3853d4055b5f43c4e811f70b1,14554,70918,2,a,12
e6b174a0b1ff487d89ea497186ff9cfb,11928,71360,2,a,21
e6b0786b4605480eb6fc4282b50f8174,12969,70284,2,a,10
e6afdc011fa64791abd6615b6ed7f3f5,14487,69749,2,a,8
e6afdc011fa64791abd6615b6ed7f3f5,13335,69690,2,a,8
e6aceda934424dc8b71fe0d5c3a95da2,14398,67486,1,a,23
e6a73cf8639e434897a142c4e24364f6,12848,36029,2,a,9
e6a1bee852ec46559da55d03651880de,12842,71597,1,a,16
e6a0d7a379ef4f22ba77accf65f5cce5,15110,71256,1,a,20
e6a0d7a379ef4f22ba77accf65f5cce5,12116,45689,1,a,20
e6a0d7a379ef4f22ba77accf65f5cce5,13756,53814,1,a,21
e6a0beaf0fa945fd930e9fa06ad9f15f,10198,56074,1,a,22
e69d9457d1f6440f9be4fbddcdb4cb60,14362,67237,1,a,14
e69d762499fb4b6d8260a0725407cfee,15032,69833,2,a,0
e69c642349ef401f8e5636f02bf1e08b,12717,66672,1,w,2
e69bf992a0e24fd3a713681281901f1b,15011,71490,1,a,12
e69b706d5fb14eef95ed22e599cd85a9,14554,70217,2,a,18
e69a54b880944515afe803d941a0391e,13756,62621,1,w,21
e69a54b880944515afe803d941a0391e,14906,70818,1,w,21
e698905d50ed4b598306a59bdbd63117,11946,71442,1,a,20
e68e6f8599534353b34055c697115346,15111,71186,2,a,17
e68cd35a317b4785815a3b103a27b220,14906,70818,1,w,18
e68cd35a317b4785815a3b103a27b220,14859,69215,1,w,18
e68bc7ed54df48efb6825593a5bb99ea,15150,70837,1,a,7
e68a95ba9296445a93367d6954e75620,15150,70837,2,a,23
e68627d8bd924819828c5bd475cd348c,12842,71597,1,a,8
e685aed7a40e409cb1a8041b0c6f4e2d,14906,70818,1,w,6
e685502702ef4eef97edeea90ca42833,14860,71594,1,a,19
e6842ffa939c4b7cb9177af533f51a16,14859,69221,1,a,4
e681f78dae25442fb22ef38467094723,12042,69175,1,a,15
e67ec7627e6e4255a4044c2b04ba873e,14904,71603,2,a,12
e67e916d9b7745bda0a05ebeef9b7f67,13894,70622,1,a,10
e67e612f563b4f93846439ef1a0b436f,10158,65162,2,a,19
e67dbec97c7144428718f18f541b637d,10894,63607,1,a,9
e67b97ec15bd4e8fa7cbafcaa2294a9c,14906,70818,1,a,12
e67b97ec15bd4e8fa7cbafcaa2294a9c,13904,71627,1,a,14
e6773cdfeae64ee4bb0bedcc1f635bd0,13904,71627,1,a,16
e67618351ca1436e973b559ef9578830,15045,69472,2,a,17
e675a9506ab245f8b8859b39816c7e28,13756,62621,1,w,22
e674caab40c54dcf81d84b8ce0c91110,15036,71525,2,a,11
e673a783488147cd8e811090945dc0f0,14904,71603,1,a,16
e67266f79fc1431ca625a0aa7e45367a,10198,56074,1,a,11
e67266f79fc1431ca625a0aa7e45367a,10512,41508,1,a,11
e66b903a36484e62ac66900c997f6243,10343,68383,2,a,0
e66a6e8ae33d4c6fa365954d3245af00,14296,64075,1,a,23
e6689f650f3847f49b2045e0c0d37a22,14316,71861,1,a,22
e668741c609d4966986a6de341944493,12664,53366,1,w,5
e667927fef154e0dbbc0723c084b1520,15150,70837,1,w,23
e6678ee78cb6447e9514c10f6a4911f9,15135,70886,2,a,18
e666c44b13684bd7b03b1b45cf367515,15206,71266,2,a,20
e664247c88ba40cd8a2f197ad5625161,12200,29624,1,a,7
e65f306a7ff44d92a4d225f1322679a9,15110,71706,1,a,13
e65e3d98976344f09a1538ef49af664f,13904,71627,1,a,23
e65bc5d0447b4b2f803fcdc77cc30d7b,12899,45195,1,a,0
e658512b0e8c44ec9000339ccfe934eb,10322,71471,1,a,7
e657a0039fa844b8bcfe6e8ec5f4ba02,11318,20516,1,a,18
e6541e9a3f2f464d8ea1cca8a0b8954f,14860,71594,1,a,17
e6530e96455447a5b19e6207830dcdec,13143,70998,1,a,10
e652b4188a8047cfa11350dde8dad4de,14906,70818,1,a,19
e65266b4e7874b449da6ba75d0acff82,12116,45689,2,a,13
e64fdb761b7947adbc3febf0441333fd,11946,71442,2,a,17
e64fd19ba4de4e5ca606f5e9624dfbf0,12116,45723,1,a,8
e64fd19ba4de4e5ca606f5e9624dfbf0,13575,48303,1,a,10
e64fd19ba4de4e5ca606f5e9624dfbf0,12042,69175,1,a,7
e64ef0c85dde4da3a604b00bf091fa50,15145,71487,1,a,18
e64e9de655e4412fa03496cd430d9185,10374,69658,1,w,22
e64e4bbab70b43f4a9d8297d7c92f84f,12842,71605,2,a,14
e64e4bbab70b43f4a9d8297d7c92f84f,12848,36029,2,a,14
e64e3cf878bc4310911f0480e4d19b24,14066,63983,1,a,23
e64e37b0db7c48aba36e731437f38f82,14608,65196,1,a,17
e64c5ccbe01e4d3595f83f9f7fa6e85f,15135,70886,2,a,5
e64c2b4901f84db3980c6b50c48f56f0,15045,69472,2,a,14
e64bb00682814294a430c85469fb80e7,15024,69231,1,a,19
e648d20b91eb45888c56fe4f71c1b839,13995,67751,2,a,15
e6487d2eb2cb48d2905cd31fdee8a46d,12494,66442,1,a,16
e6487d2eb2cb48d2905cd31fdee8a46d,13789,69200,1,a,16
e63e7c5da1b74d6d879e727cb75459d5,12116,45723,2,a,18
e63da70197ea419c8879db17cda74add,12848,36029,2,a,7
e63da70197ea419c8879db17cda74add,11932,69924,2,a,7
e639f745eb494506b1cf4e748deea164,11206,44068,2,a,8
e636d5e342aa4b298f3b8c8557717444,13312,56301,2,a,19
e63419482b4443bfa650aceac9dcd653,12693,65443,1,a,19
e633058783974b2a9b111e0c3687d39a,15122,70792,2,a,10
e633058783974b2a9b111e0c3687d39a,14906,70818,2,a,10
e6310a59a40f43849344398ee8ee6222,12051,66769,2,a,14
e62f4ecf488f42ba8a048aaf8a8b2275,15150,70837,2,a,23
e62c7907fdb94f7dad0a98659ab22cdf,13310,60578,2,a,19
e62c0da124d74bf98e79c13e1e7ce2ae,12899,45202,2,a,17
e62a6261755542a39bd43fb7ff404ada,12200,29624,2,a,7
e626be24701c4d558a542722307c0b5d,10206,43018,1,a,14
e626be24701c4d558a542722307c0b5d,10254,71526,1,a,14
e6268c8283a6422db437cff618ff1b89,13835,71072,2,a,9
e6268c8283a6422db437cff618ff1b89,14956,71381,2,a,9
e623fc85adaf4f3fa2ecee574398f55b,13904,71627,1,a,20
e6238301410e4e2a85c02cd5203dae0e,14923,69683,2,a,12
e62301f95e5e454aa6ad5ce5956f9340,12848,36029,2,a,19
e62244987df745d99e993b958e064d53,12899,45195,2,a,15
e61e44f0bdb14608a2d4d1f85565c61a,14859,69221,2,a,6
e61c49e6efa149a59f2fd422409782e9,12848,36029,2,a,14
e61c2c50301a426db366221721f85e40,12842,71597,1,a,21
e619d94a733d4d51bfcf61e3d18270cc,15113,70916,2,a,14
e6187a8f9ac24ee9a6eca81b24471988,12899,45195,1,a,22
e6179d152b8c41339efc981d5adbae4a,10158,71694,2,a,16
e616eba6a8734b1bbf6a1a7a4e630cd4,12839,64957,2,a,17
e616e016a5d64d638e2b46b30aff16f3,12842,71597,1,w,22
e6164461b81b4a87a2ba5f0003a1d099,15184,71788,1,w,23
e6155090a9844a0499582338b9f45898,10322,71677,1,a,11
e6134086ab8e428e8dbe63a6a353b0dc,14010,70280,2,a,17
e6123a830c0a4735826de42fd77b7790,14487,68871,1,a,19
e6112cfcf13f4b43ac375c62808091bd,13352,70133,1,a,12
e610343389d141b491ad57cf4894f577,14296,64060,2,a,18
e60d5634387c4d0e93e849168924581c,14362,67237,2,a,13
e609d2bc99a445dd8ba157219ad378d0,15010,70966,2,a,22
e608c8bb16e64a8fb258a96e5a8f17c6,14415,67625,1,w,22
e607f98aa3a74959ba9a50dfaec17701,12200,29624,2,a,4
e607473ba5594dada9c76deab09f02ea,14526,71766,1,w,17
e6049b6c8e6341ff8d8539fb7ecf261c,12116,45689,2,a,12
e603f28ea61447c8a41b9f3847000db4,12744,70416,1,a,16
e60284a16389441aa9d39ea148cf3349,13995,68662,2,a,7
e601914abeb64f75970f5fceaf81739f,14792,68567,1,a,23
e6016feb887a4ec8b17b89c456aa509f,14809,71634,1,a,12
e6016963a5b64bceb551b721f6b7cb3f,12494,66442,1,a,17
e600276ea53a4d3d9457eed66481b385,15141,70914,1,a,6
e5fe3e05a30a4c22bb161f489c3a3a44,15090,71304,1,a,18
e5f7d1e170514508b8e1ab930619e0c1,11978,69686,1,a,22
e5f7b716b8fb423dacd0023873897dc4,12664,53366,1,a,9
e5f4fe4b78ff4370821e455ece797686,10206,39517,2,w,13
e5f38ee80a654547872f2a511d1d4421,12560,71145,1,w,23
e5f32822c13347749358b409116679e6,15184,71788,1,a,23
e5eff69890404c7bac27c6cf59a2f913,11648,28384,2,a,7
e5ef30b10979418fa159af58885ceb7a,15010,70966,2,a,21
e5ef1c98e9f24e82804001716a5b961d,13904,71627,1,a,15
e5ebb4f0d6524006babd2ac5cc8976e5,12848,36029,2,a,22
e5eb625ce5834877bcd5eef15649d54f,10512,41508,1,a,19
e5eab668690f4b5b9dd2efb4ea2c25ce,12138,64001,1,a,12
e5eab668690f4b5b9dd2efb4ea2c25ce,14989,68877,1,a,12
e5e9579dba2e4234981530a714c58021,12848,36029,2,a,7
e5e8d1671ea3409793e689b543bddcd0,10979,34929,2,a,9
e5e842670cfd472ab43b3d9d2c15fbef,10324,2206,2,a,0
e5e815c818324bbdb3055b33cbec63a6,12116,45689,1,a,16
e5e7258852124611a7b021995faf59e7,10206,39517,2,w,11
e5e554da5a014e4e8a1399a581d4959f,10158,70702,2,a,16
e5e49581894140df98c450cc8bfa35f8,12116,45689,2,a,22
e5e31721e2464e088697dfaa771e6830,13386,71057,1,a,20
e5e20341385e452e855dd3615c2648f0,15150,70837,1,a,23
e5dffb33dede4a91a8ba3194decdfbf0,13755,58802,1,a,17
e5dffb33dede4a91a8ba3194decdfbf0,12116,45689,1,a,17
e5def88b9cbb41edbba4024b2bf0a335,10324,2206,2,a,18
e5ded48bd327407eb0504a9f80af8e20,13386,71057,1,a,22
e5dea3f9cf2e4c5db90617802077b0f1,12842,71597,1,a,18
e5dd1232a92b4554bcf45c6a6eb8e0d0,15089,71678,2,a,12
e5dd1232a92b4554bcf45c6a6eb8e0d0,12842,71597,2,a,12
e5dd02cec9f64ae79f5e34138c78858b,10870,65507,2,a,19
e5dcd282693d40e78862cba86316bf36,15010,70963,2,a,9
e5dc645645604f65960b676acd2ac4fd,14906,70818,1,a,11
e5dbdc48d0304ed5a8cbdbe1151c199c,11978,69686,1,w,23
e5db9a953aa7431caaa65ea0852e3d80,12138,64001,1,a,20
e5da46bfddc8499abbd078386558cfa1,11022,7657,1,a,9
e5d88d62f5844000800c78dab7f449e5,14859,69221,1,a,16
e5d62c8911564e54b5f573e8acc6056b,14833,66723,1,a,18
e5d58556ff4f4df08a0641f9ce3f6407,10198,56074,1,a,12
e5d47992fc4140408101d8a9b5314400,13074,44915,2,w,7
e5d4186a87c24bb4bffb9046a7ec7493,10808,6856,1,w,13
e5d3374baee84fe596bfbe2fbe1a6409,10158,70850,2,a,15
e5d312021fa24d14a4cae3a7e16b3076,14607,68732,1,a,19
e5d2e1b7820a424ba2e6549ed7146dd1,11648,28384,1,a,11
e5cfbebb271d439c9d1dcbf8cec538f3,14921,68642,1,a,18
e5cf1307c0b2454eb39fd0f673a92184,14906,70818,1,a,22
e5ce84b5aaba46a09e286470d3773d79,14923,71169,2,a,21
e5cc5c4da85345cfbfb2809c64b643e3,10206,39517,2,a,7
e5ca472616cd43eab193ca39a03ccb72,12842,71597,1,a,14
e5ca472616cd43eab193ca39a03ccb72,14312,66426,1,a,14
e5c863a9b59340e9bfc1ee612eb811ba,13164,67481,2,a,16
e5c7e86dbd9f4734be312db4dc32ac3b,13649,70372,1,a,21
e5c6347b182343e2895973c8f3ff215d,12042,69175,1,a,20
e5c4699e656c47fd87bda1219cc001a8,14929,71078,1,a,0
e5c44c776a2c4862b9b1eb04b9cc990b,12906,38001,1,a,22
e5c44c776a2c4862b9b1eb04b9cc990b,13755,66870,1,a,22
e5c2201574a7436c85daea4ffa3244e7,13649,55237,2,w,23
e5c1ddb25b5a4798a16ad2388682a2ea,12899,45195,2,a,22
e5c122b51ae9464e8aa2f04b7dbf6928,14623,71845,2,w,18
e5c095290f74446e9275ba937b1e2915,12825,59547,1,w,0
e5bf2c30eb3f4b8c931fe740376d1902,15145,71487,1,w,21
e5beb82bf7134b20b3ed1910c837cb85,14770,70752,2,a,11
e5be3a5676ec4260bb4e24b3fe42de47,10512,41526,2,a,12
e5bd04fba5f948ab9d5d21447b70b8ad,14860,71594,1,a,22
e5bcf66134514cf8810e5b7992772b62,14475,70869,1,w,11
e5b8b742ced94d99a0b67de1a4e0891b,14785,70244,2,a,22
e5b85f448c61465991640967a2e0f22c,12116,45689,1,a,22
e5b6274f01e545fcb2e1e09558fb02b8,12848,36029,2,a,22
e5b5248b020643839197dcd9513f3607,15013,70096,1,w,16
e5b447546ede404d9e73126bfdf524b2,12842,70779,2,a,11
e5b2c45b4c5740fa963ad70c1d07c8db,15010,70966,2,a,18
e5b2c0e9f09440b993e39ad7405b409d,13745,65752,1,a,7
e5af7cb5d6aa47b5b906286df3049ed6,12848,36029,2,a,22
e5af6fd4b8bf4ebeb1c916f3e2d5ecec,15024,69231,2,a,7
e5af4fc8913941d1adbffc1bc7ba5fba,13335,69690,2,a,17
e5ae6cf042164cf2ac2c99ec77a2bb92,12609,69554,1,a,20
e5ae698961004e13965355e99f481854,14860,71594,1,a,12
e5abe026e3a441d99ba2bd404ca2760b,13872,69903,1,a,7
e5aaa251af014f11a8acd6ff6df70841,14770,70752,2,a,13
e5aa0f6e57594512818d75b0a91c27d3,10457,38253,2,a,22
e5a65e1a965a4968aff275fed7a61f84,11298,55833,2,a,9
e5a52f3911a841b4823e687d69d34c40,14223,71244,1,w,11
e5a48f3d7c29485785c32d6dea8053e7,11595,70672,1,a,10
e5a482157cfb4d17aa71eefef1945094,14770,70752,2,a,23
e5a30c2a9c50443d9d5887ba83e53a4a,13143,58909,2,a,7
e5a24f63dcef48c2b2f918b85c2cfe83,12183,67886,1,a,12
e59d13c1ffc04d36a8acaa8ace80491a,14906,70818,1,a,10
e59c0effc74c4b679b9eef66b0e5beae,14623,70233,1,w,14
e59adf480e3f4a159d3b6f4b49b76f25,12770,66836,2,a,16
e599f5cd430f4f45bc56da61f4e0734a,12647,71243,1,w,14
